id,deposit_amount_2017
287,137848.28
288,154111.6
289,164644.0
290,264157.1
291,133443.82
292,52922.86
293,159439.76
294,117654.18
295,95752.2
296,15237.9
297,68690.38
298,173360.6
299,93881.78
300,248946.38
301,81941.32
302,333144.12
303,133286.38
304,76729.98
305,163392.28
306,304369.52
307,86948.44
308,196093.58
309,312.18
310,155612.0
311,212443.52
312,482437.92
313,494965.7
314,204410.12
315,43424.16
316,559000.94
317,91028.6
318,148699.52
319,301107.54
320,200388.52
321,292425.2
322,239108.34
323,165430.2
324,196944.42
325,400135.24
326,186258.7
327,440932.42
328,312624.56
329,290664.68
330,82125.92
331,236620.64
332,186406.66
333,866554.46
334,394.38
335,474324.92
336,329645.3
337,712339.3
338,600705.82
339,353266.88
340,634910.6
341,162107.72
342,388549.4
343,313812.76
344,295009.92
345,1152043.92
346,173577.14
347,414021.82
348,520085.2
349,417091.54
350,304161.78
351,223100.86
352,418370.0
353,601092.42
354,111179.46
355,473756.56
356,118202.0
357,288320.44
358,244601.6
359,396579.08
360,230600.3
361,713462.18
362,164630.08
363,421214.06
364,527345.8
365,439761.04
366,635957.38
367,4898110.4
368,271.14
369,271.14
370,271.14
371,271.14
372,312.18
373,8416.14
374,312.18
375,312.18
376,312.18
377,312.18
378,385.76
379,312.18
380,34647.82
381,82855.28
382,385.76
383,312.18
384,385.76
385,385.76
386,385.76
387,271.14
388,312.18
389,312.18
390,385.76
391,305.58
392,305.58
393,102397.0
394,394.38
395,67734.32
396,42675572.92
397,312.18
398,494253.46
399,312.18
400,771756.22
401,779909.16
402,390091.06
403,594644.28
404,451060.04
405,312.18
406,771067.7
407,312.18
408,925980.62
409,312.18
410,258671.84
411,869652.9
412,792264.4
413,777166.14
414,417278.2
415,1199204.68
416,459660.8
417,432998.22
418,346333.36
419,458075.82
420,531803.46
421,811848.56
422,413843.98
423,191923.52
424,608627.44
425,244184.1
426,429301.26
427,521415.22
428,631354.4
429,450818.32
430,1150226.9
431,456143.26
432,422119.42
433,302622.62
434,312.18
435,448609.6
436,388925.2
437,113243.68
438,421695.1
439,312.18
440,105673.64
441,298347.14
442,487737.08
443,608351.56
444,199657.64
445,88178.5
446,377469.84
447,253514.9
448,223923.14
449,654279.96
450,312.18
451,700439.38
452,533985.54
453,191824.98
454,312.18
455,286206.24
456,495482.56
457,237625.66
458,312.18
459,319098.4
460,445066.1
461,557508.08
462,385.76
463,288113.04
464,313037.46
465,190719.94
466,123965.08
467,312.18
468,300138.06
469,312.18
470,305789.4
471,134774.3
472,605675.46
473,312.18
474,178054.44
475,505477.52
476,139151.04
477,385.76
478,277189.96
479,347331.84
480,260282.2
481,148102.86
482,312.18
483,140931.48
484,1373261.24
485,163244.42
486,163782.72
487,255050.96
488,251101.4
489,323095.32
490,296657.3
491,227124.78
492,179834.18
493,121070.7
494,96972.06
495,493890.52
496,123745.42
497,51764.4
498,81149.66
499,384078.44
500,322197.82
501,515772.04
502,175145.02
503,367773.84
504,145033.32
505,312.18
506,864717.74
507,558480.72
508,325062.54
509,223061.12
510,617164.44
511,198540.48
512,110820.26
513,278290.64
514,392960.16
515,68038.26
516,45823.16
517,64055.84
518,385.76
519,271.14
520,38696.0
521,312.18
522,531362.06
523,331619.94
524,59767.84
525,190816.88
526,45545.98
527,102381.4
528,458303.32
529,472262.96
530,456406.44
531,163775.1
532,304833.44
533,123198.04
534,150656.0
535,358161.62
536,340983.14
537,96690.64
538,69858.56
539,197509.9
540,126432.64
541,175931.72
542,1145568.74
543,187665.06
544,401037.88
545,129796.04
546,107470.04
547,390240.16
548,92813.62
549,93842.38
550,355096.52
551,86928.28
552,223807.14
553,135034.98
554,374119.96
555,454609.0
556,245716.0
557,87829.0
558,138058.46
559,164636.84
560,302662.3
561,19307.32
562,196370.7
563,70938.06
564,139159.52
565,73407.74
566,126771.86
567,86945.56
568,112990.24
569,96127.94
570,90023.38
571,157968.8
572,158263.42
573,84055.08
574,488901.46
575,150668.98
576,312.18
577,312.18
578,40258.4
579,372830.14
580,312.18
581,508299.52
582,108671.64
583,163259.62
584,158791.34
585,96243.48
586,213362.68
587,181645.68
588,77752.56
589,121077.9
590,112561.68
591,67685.08
592,136905.92
593,197615.06
594,259696.48
595,200636.7
596,80335.9
597,198460.0
598,46393.82
599,120029.24
600,231793.26
601,256116.32
602,191987.64
603,143706.64
604,158744.26
605,264721.5
606,194057.18
607,87810.78
608,162282.04
609,56253.86
610,57992.96
611,128171.02
612,62563.68
613,159499.0
614,9599.28
615,143214.26
616,81807.82
617,199079.88
618,1433721.28
619,59038.38
620,123865.18
621,115209.88
622,85124.44
623,202170.36
624,136763.46
625,124079.28
626,192269.46
627,148260.3
628,82380.16
629,143225.38
630,171829.84
631,94738.32
632,76883.66
633,117263.4
634,123964.78
635,69672.62
636,363805.42
637,102860.32
638,143051.88
639,222320.0
640,501455.8
641,96121.48
642,71318.32
643,231746.44
644,97887.24
645,90896.82
646,79103.6
647,175998.92
648,89769.22
649,96096.16
650,97543.12
651,212089.02
652,94038.7
653,135588.98
654,60720.92
655,106905.88
656,149136.14
657,248904.14
658,154749.26
659,73413.7
660,21359.68
661,208560.5
662,84707.26
663,132820.9
664,119115.74
665,119335.16
666,121640.88
667,66457.12
668,88114.74
669,159856.26
670,87052.66
671,116016.16
672,103738.6
673,140197.88
674,188583.64
675,57002.9
676,103616.22
677,85393.68
678,120284.58
679,32791.14
680,31148.76
681,181959.54
682,46874.1
683,79392.94
684,135299.24
685,47749.06
686,255227.82
687,96617.4
688,91097.7
689,105652.4
690,99599.06
691,87626.38
692,141997.8
693,81776.3
694,63274.3
695,98300.76
696,101884.02
697,54172.66
698,146793.98
699,188573.74
700,72570.56
701,167884.4
702,115145.54
703,49478.9
704,140839.56
705,61719.6
706,72906.48
707,943539.44
708,51195.86
709,144652.76
710,126407.3
711,141085.12
712,59799.12
713,91474.32
714,78875.42
715,71100.58
716,99209.58
717,44696.62
718,121641.14
719,43642.76
720,275828.5
721,4298.8
722,77418.94
723,596412.28
724,119372.5
725,123259.28
726,53953.34
727,139660.7
728,82562.88
729,312.18
730,93613.16
731,74251.18
732,91908.76
733,71850.3
734,86289.06
735,312.18
736,175915.1
737,1023611.9
738,76701.02
739,312.18
740,43870.42
741,66482.16
742,94198.82
743,169200.42
744,58609.58
745,93922.36
746,338433.26
747,29546.46
748,195502.36
749,73571.52
750,81504.74
751,113546.4
752,104588.74
753,259693.3
754,99453.38
755,173574.86
756,114029.1
757,139174.16
758,152226.36
759,113636.78
760,64911.34
761,97865.14
762,78125.22
763,104113.92
764,97582.58
765,87651.1
766,109571.68
767,38600.46
768,295070.34
769,147327.3
770,135019.12
771,142585.62
772,94871.38
773,346322.36
774,418522.06
775,133238.0
776,223101.28
777,267048.22
778,312.18
779,472234.36
780,123085.28
781,473116.12
782,173011.88
783,60154.58
784,212377.7
785,125029.78
786,153007.86
787,123489.98
788,279736.66
789,595734.38
790,134778.68
791,63053.2
792,58485.42
793,114287.28
794,292.44
795,44436.4
796,299824.6
797,292.44
798,157257.96
799,178030.5
800,126423.54
801,121014.88
802,66873.08
803,44824.9
804,147398.82
805,312.18
806,56941.82
807,76760.02
808,312.18
809,77693.72
810,107477.12
811,155386.2
812,88181.3
813,84624.08
814,163086.42
815,2024149.9
816,476665.8
817,312.18
818,312.18
819,124754.14
820,42228024.26
821,778163.78
822,693164.96
823,769355.34
824,441331.78
825,558549.76
826,188295.6
827,275279.18
828,128180.74
829,400144.36
830,153855.16
831,474334.34
832,495377.2
833,567097.84
834,506524.78
835,925560.24
836,922452.28
837,173350.3
838,301019.88
839,224785.84
840,277124.7
841,1201198.54
842,771715.08
843,261834.64
844,1757585.62
845,626048.2
846,501005.66
847,1022425.26
848,407.58
849,1702814.9
850,505.82
851,1127761.32
852,350895.56
853,329167.28
854,1115660.3
855,780805.02
856,656348.4
857,206836.28
858,472178.32
859,779103.66
860,451729.78
861,865833.46
862,505.82
863,766805.18
864,242049.5
865,1191577.46
866,418472.44
867,535064.42
868,378697.6
869,257636.34
870,1742266.86
871,863526.7
872,692491.7
873,935725.92
874,552156.14
875,95694.48
876,171886.86
877,264071.68
878,2259074.44
879,305729.92
880,126426.86
881,392872.54
882,514555.94
883,514314.8
884,231777.22
885,487227.08
886,222972.38
887,1142843.62
888,280062.1
889,954022.02
890,1250670.98
891,407.58
892,413700.38
893,487219.08
894,411310.74
895,2121209.24
896,503182.28
897,209853.96
898,8906.96
899,474607.26
900,253284.86
901,1091267.88
902,421124.7
903,1793496.98
904,128602.4
905,231831.8
906,111216.98
907,155378.62
908,249608.68
909,251562.24
910,92795.06
911,208715.54
912,991661.34
913,64706.54
914,111177.5
915,126452.6
916,239441.96
917,377325.92
918,79120.24
919,388260.38
920,889708.1
921,133448.58
922,823575.44
923,247109.68
924,925764.98
925,316512.92
926,373073.18
927,171708.86
928,133226.58
929,122635.44
930,220296.24
931,400140.68
932,177201.26
933,557939.08
934,407.58
935,925149.36
936,1178131.24
937,126463.24
938,129015.34
939,10952494.16
940,30072.3
941,159963.12
942,409179.34
943,79858.54
944,107472.9
945,56992.22
946,108302.86
947,47836.28
948,201898.74
949,43145.56
950,113525.14
951,135301.72
952,384.9
953,98264.38
954,76420.92
955,143466.12
956,1163560.76
957,76371.66
958,331418.32
959,131917.14
960,41641.46
961,173575.64
962,124903.52
963,86416.66
964,207187.82
965,125253.22
966,190780.52
967,155342.2
968,274936.56
969,145437.84
970,61512.78
971,617413.46
972,73525.14
973,108317.14
974,76915.46
975,75483.5
976,37539.44
977,98298.08
978,60092.18
979,96617.82
980,146419.32
981,130780.46
982,76181.72
983,120049.52
984,443.48
985,59398.34
986,59657.4
987,81023.48
988,187845.52
989,66762.28
990,100164.32
991,69719.56
992,219556.54
993,156284.94
994,133453.74
995,152229.12
996,264743.42
997,205392.38
998,209867.14
999,148269.22
1000,79854.36
1001,81360.94
1002,3324900.36
1003,110260.22
1004,158216.16
1005,65482.0
1006,44845.1
1007,267045.24
1008,117002.84
1009,210534.18
1010,124298.7
1011,29780.98
1012,384.9
1013,321398.2
1014,114434.08
1015,336443.34
1016,317427.14
1017,145408.88
1018,459851.14
1019,99458.62
1020,20284.42
1021,160292.88
1022,271170.76
1023,416899.24
1024,176397.4
1025,242028.06
1026,276090.2
1027,532317.5
1028,130588.34
1029,217547.12
1030,382361.5
1031,319290.66
1032,248279.74
1033,328643.34
1034,310295.82
1035,175460.88
1036,329071.28
1037,140908.02
1038,514412.08
1039,191616.1
1040,443.48
1041,261045.6
1042,578286.6
1043,93716.46
1044,48038.74
1045,160317.68
1046,37346.78
1047,83774.66
1048,100783.08
1049,48058.02
1050,149848.68
1051,231700.06
1052,986372.3
1053,47798.42
1054,41852.84
1055,111779.3
1056,175438.06
1057,27333.12
1058,101546.6
1059,109772.64
1060,32789.0
1061,108027.66
1062,269459.42
1063,78398.48
1064,46576.38
1065,101892.02
1066,48185.86
1067,230619.38
1068,117286.3
1069,186825.12
1070,76206.0
1071,105060.54
1072,153776.36
1073,152665.26
1074,70626.02
1075,67463.82
1076,384.9
1077,65861.8
1078,392551.56
1079,134861.86
1080,241873.18
1081,1135419.94
1082,312.18
1083,329368.42
1084,312.18
1085,401514.0
1086,193945.8
1087,124972.7
1088,184964.32
1089,5132781.58
1090,156953.66
1091,459826.86
1092,286475.3
1093,259475.04
1094,260134.74
1095,861475.24
1096,325645.62
1097,385.76
1098,385.76
1099,268323.36
1100,144827.5
1101,385.76
1102,288381.94
1103,527540.34
1104,567297.68
1105,412021.76
1106,166719.26
1107,179295.28
1108,355422.84
1109,414748.66
1110,312.18
1111,312420.22
1112,940362.54
1113,325284.36
1114,175932.7
1115,458476.28
1116,312.18
1117,166437.94
1118,778857.4
1119,312.18
1120,265089.9
1121,254433.12
1122,568444.58
1123,240212.68
1124,102580.62
1125,311907.76
1126,594440.38
1127,244414.7
1128,501359.48
1129,341880.78
1130,137897.9
1131,235483.18
1132,71307.24
1133,273343.98
1134,246783.64
1135,191878.78
1136,130569.96
1137,134668.98
1138,295505.52
1139,242524.9
1140,301447.14
1141,369812.58
1142,274554.52
1143,527023.86
1144,378984.46
1145,318783.46
1146,274350.9
1147,187412.44
1148,154489.38
1149,89416.34
1150,60789.96
1151,45538.36
1152,34022.58
1153,217689.04
1154,87822.4
1155,149136.96
1156,141033.24
1157,146701.82
1158,120121.1
1159,216130.06
1160,196550.06
1161,335085.04
1162,324923.36
1163,139759.1
1164,165521.2
1165,45683.56
1166,61282.08
1167,299551.04
1168,5132781.58
1169,313736.14
1170,278691.76
1171,154434.2
1172,272670.56
1173,505878.04
1174,349672.28
1175,262538.74
1176,273335.3
1177,235697.24
1178,97609.74
1179,511767.42
1180,430760.7
1181,197501.84
1182,217719.98
1183,195456.72
1184,296691.8
1185,153484.76
1186,458395.62
1187,163637.32
1188,157628.22
1189,382255.14
1190,68627.92
1191,321959.32
1192,312.18
1193,433418.34
1194,456519.3
1195,522660.2
1196,312.18
1197,385.76
1198,362383.04
1199,385.76
1200,240851.66
1201,407535.18
1202,57247.94
1203,129084.74
1204,229063.08
1205,129124.36
1206,264730.86
1207,35676.48
1208,456363.26
1209,219168.2
1210,236617.98
1211,28254.68
1212,219827.92
1213,92842.62
1214,48252.66
1215,37184.02
1216,264758.82
1217,309437.96
1218,6714.14
1219,120160.74
1220,263750.48
1221,124354.52
1222,178087.08
1223,467193.92
1224,239946.06
1225,347083.54
1226,227216.72
1227,97535.82
1228,55709.12
1229,335107.82
1230,185064.66
1231,515783.94
1232,595056.6
1233,183858.24
1234,219820.22
1235,11828597.38
1236,192810.58
1237,364188.76
1238,139758.66
1239,52496.34
1240,472295.44
1241,170772.06
1242,248081.66
1243,585063.1
1244,256126.08
1245,310232.88
1246,136942.46
1247,75022.36
1248,337186.86
1249,557810.94
1250,137845.98
1251,151330.0
1252,581855.0
1253,115180.02
1254,262035.8
1255,293824.04
1256,284144.06
1257,175146.48
1258,323223.42
1259,487242.36
1260,247165.54
1261,67458.88
1262,297333.92
1263,707884.1
1264,129988.28
1265,182351.56
1266,352764.82
1267,220441.02
1268,371674.04
1269,154273.06
1270,107931.22
1271,472373.52
1272,143968.76
1273,193803.94
1274,165762.76
1275,913539.56
1276,290342.64
1277,157149.66
1278,200600.38
1279,180534.62
1280,170789.3
1281,310711.14
1282,296763.62
1283,260051.36
1284,145461.9
1285,394.38
1286,237772.94
1287,447389.16
1288,364354.46
1289,402747.02
1290,196133.88
1291,196103.8
1292,134386.32
1293,135823.3
1294,150617.96
1295,343751.44
1296,242883.44
1297,827211.48
1298,346389.98
1299,265934.88
1300,268575.14
1301,112093.66
1302,292229.26
1303,288143.28
1304,271188.32
1305,403490.1
1306,267031.32
1307,166024.62
1308,340525.68
1309,190740.4
1310,243139.76
1311,426143.08
1312,253310.42
1313,282070.0
1314,389062.7
1315,562772.26
1316,431972.78
1317,102387.6
1318,220193.58
1319,230621.06
1320,173150.2
1321,240072.66
1322,342381.1
1323,553099.0
1324,317825.36
1325,474152.08
1326,118113.64
1327,303940.02
1328,272613.78
1329,285142.9
1330,141634.1
1331,192955.96
1332,272536.46
1333,147310.66
1334,103683.72
1335,694882.68
1336,290631.08
1337,199010.06
1338,381857.38
1339,232291.36
1340,265697.78
1341,540480.44
1342,342138.34
1343,119772.2
1344,202041.72
1345,170396.68
1346,535685.06
1347,414536.8
1348,484134.24
1349,106878.72
1350,27558.38
1351,46815.32
1352,67228.88
1353,291590.8
1354,41086.8
1355,34153.96
1356,33808.76
1357,48069.38
1358,27610.72
1359,34055.58
1360,76185.98
1361,43594.5
1362,32219.86
1363,28434.26
1364,93435.84
1365,394.38
1366,360534.9
1367,262169.42
1368,51426.94
1369,315712.44
1370,20615.8
1371,28869.82
1372,59092.5
1373,356692.36
1374,63723.98
1375,305735.6
1376,329238.58
1377,173367.84
1378,212905.66
1379,136749.64
1380,228672.2
1381,214635.0
1382,175903.02
1383,156801.8
1384,160308.42
1385,63512.22
1386,7846673.22
1387,123994.48
1388,196090.86
1389,148657.02
1390,122375.06
1391,79847.34
1392,66663.32
1393,472138.56
1394,62076.34
1395,214852.06
1396,140350.94
1397,160909.88
1398,291566.12
1399,114290.52
1400,292371.54
1401,239253.56
1402,23306421.52
1403,255330.84
1404,240065.84
1405,187385.06
1406,389790.42
1407,201957.0
1408,344.72
1409,67162.74
1410,57179.74
1411,73325.88
1412,126463.6
1413,50665.6
1414,37840.62
1415,42269.24
1416,78022.68
1417,72354.46
1418,147428.76
1419,71306.14
1420,154356.9
1421,128833.78
1422,28806.2
1423,258055.64
1424,500737.76
1425,400106.02
1426,190569.82
1427,214138.68
1428,283219.04
1429,416518.4
1430,305948.08
1431,367898.22
1432,432353.7
1433,253521.12
1434,63147.0
1435,267028.46
1436,167529.8
1437,255959.98
1438,321926.8
1439,487132.8
1440,358215.58
1441,131533.36
1442,302343.96
1443,200369.86
1444,86909.46
1445,199427.28
1446,273716.64
1447,263572.9
1448,408871.02
1449,198925.72
1450,230473.66
1451,535431.24
1452,181224.14
1453,608769.6
1454,295113.76
1455,221010.68
1456,421446.98
1457,118972.84
1458,171117.74
1459,377745.1
1460,278623.7
1461,381140.58
1462,385514.66
1463,166645.28
1464,577845.64
1465,88162.08
1466,91541.72
1467,721705.78
1468,106882.9
1469,248315.42
1470,557821.7
1471,262653.18
1472,450196.06
1473,290681.88
1474,277531.52
1475,197618.98
1476,359266.9
1477,229147.04
1478,175461.1
1479,133117.5
1480,131493.98
1481,214816.46
1482,180536.66
1483,233417.74
1484,354742.88
1485,227251.58
1486,219552.36
1487,214257.58
1488,340405.32
1489,179759.86
1490,133442.1
1491,245094.54
1492,129985.68
1493,317254.28
1494,136888.34
1495,88814.24
1496,152548.8
1497,126417.86
1498,176503.64
1499,248201.34
1500,344.72
1501,478005.56
1502,283142.52
1503,269463.38
1504,114493.16
1505,578302.4
1506,401133.88
1507,146743.42
1508,121834.68
1509,160297.74
1510,76913.76
1511,161541.98
1512,77986.36
1513,271.14
1514,213971.3
1515,476294.1
1516,112224.32
1517,148295.28
1518,273110.18
1519,81732.52
1520,107913.72
1521,46880.04
1522,122431.22
1523,128268.7
1524,271.14
1525,271.14
1526,288235.76
1527,108121.54
1528,199373.08
1529,65959.1
1530,73528.06
1531,248540.46
1532,133431.22
1533,165351.22
1534,52891.98
1535,115336.66
1536,106084.42
1537,118486.44
1538,259463.34
1539,105231.82
1540,98281.98
1541,49847.96
1542,52969.04
1543,98827.12
1544,183349.48
1545,111744.06
1546,79874.36
1547,344.72
1548,62500.5
1549,226269.28
1550,69259.86
1551,67520.64
1552,94608.1
1553,140443.78
1554,117750.74
1555,98483.04
1556,103640.88
1557,39344.5
1558,114517.2
1559,109298.52
1560,154754.7
1561,785872.12
1562,136479.34
1563,93894.58
1564,56957.74
1565,92810.72
1566,83913.4
1567,81406.12
1568,238545.38
1569,136289.46
1570,100895.1
1571,64678.02
1572,417099.58
1573,90306.4
1574,158007.56
1575,138214.12
1576,76175.86
1577,160707.74
1578,116163.78
1579,116045.88
1580,175251.54
1581,152502.84
1582,129975.64
1583,253524.94
1584,283024.82
1585,271.14
1586,57262.84
1587,78978.22
1588,89401.52
1589,102278.9
1590,190471.08
1591,433416.48
1592,271.14
1593,89230.58
1594,88076.1
1595,126372.14
1596,79442.52
1597,50889.14
1598,45825.0
1599,371800.44
1600,199108.6
1601,151382.22
1602,399001.14
1603,149243.12
1604,604770.46
1605,131716.28
1606,440722.44
1607,180210.2
1608,115169.7
1609,86406.26
1610,227128.18
1611,9571975.18
1612,80461.3
1613,134849.78
1614,318783.46
1615,64691.6
1616,114657.76
1617,292.44
1618,101459.52
1619,229334.1
1620,225497.72
1621,207148.94
1622,183587.74
1623,53519.34
